none,3,0.1,1,0.85,0.53,0.01,1,0.49
none,3,0.1,2,0.85,0.5,0.16,1,0.57
none,3,0.1,3,0.85,0.5,0.27,1,0.61
none,3,0.1,4,0.85,0.48,0.21,1,0.55
none,3,0.1,5,0.85,0.47,0.19,1,0.54
none,3,0.1,6,0.85,0.46,0.16,1,0.53
none,3,0.1,7,0.85,0.45,0.17,1,0.53
none,3,0.1,8,0.85,0.43,0.19,1,0.54
none,3,0.1,9,0.85,0.42,0.23,1,0.56
none,3,0.1,10,0.85,0.41,0.25,1,0.56
none,3,0.2,1,0.85,0.53,0,1,0.49
none,3,0.2,2,0.85,0.5,0.16,1,0.57
none,3,0.2,3,0.85,0.5,0.27,1,0.61
none,3,0.2,4,0.85,0.48,0.21,1,0.55
none,3,0.2,5,0.85,0.47,0.18,1,0.54
none,3,0.2,6,0.85,0.46,0.16,1,0.53
none,3,0.2,7,0.85,0.45,0.17,1,0.53
none,3,0.2,8,0.85,0.43,0.19,1,0.54
none,3,0.2,9,0.85,0.42,0.23,1,0.56
none,3,0.2,10,0.85,0.41,0.25,1,0.56
none,3,0.3,1,0.85,0.53,0,1,0.49
none,3,0.3,2,0.85,0.5,0.16,1,0.57
none,3,0.3,3,0.85,0.5,0.26,1,0.61
none,3,0.3,4,0.85,0.48,0.21,1,0.55
none,3,0.3,5,0.85,0.47,0.18,1,0.54
none,3,0.3,6,0.85,0.46,0.16,1,0.53
none,3,0.3,7,0.85,0.45,0.17,1,0.53
none,3,0.3,8,0.85,0.43,0.19,1,0.54
none,3,0.3,9,0.85,0.42,0.23,1,0.56
none,3,0.3,10,0.85,0.41,0.25,1,0.56
none,3,0.4,1,0.85,0.53,0,1,0.49
none,3,0.4,2,0.85,0.5,0.16,1,0.57
none,3,0.4,3,0.85,0.5,0.26,1,0.61
none,3,0.4,4,0.85,0.48,0.21,1,0.55
none,3,0.4,5,0.85,0.47,0.18,1,0.54
none,3,0.4,6,0.85,0.46,0.16,1,0.53
none,3,0.4,7,0.85,0.45,0.17,1,0.53
none,3,0.4,8,0.85,0.43,0.19,1,0.54
none,3,0.4,9,0.85,0.42,0.23,1,0.56
none,3,0.4,10,0.85,0.41,0.25,1,0.56
none,3,0.5,1,0.85,0.53,0,1,0.49
none,3,0.5,2,0.85,0.5,0.16,1,0.57
none,3,0.5,3,0.85,0.5,0.26,1,0.61
none,3,0.5,4,0.85,0.48,0.21,1,0.55
none,3,0.5,5,0.85,0.47,0.18,1,0.54
none,3,0.5,6,0.85,0.46,0.16,1,0.53
none,3,0.5,7,0.85,0.45,0.17,1,0.53
none,3,0.5,8,0.85,0.43,0.19,1,0.54
none,3,0.5,9,0.85,0.42,0.23,1,0.56
none,3,0.5,10,0.85,0.41,0.25,1,0.56
random,1,0.1,1,0.8,0.35,0.32,0.85,0.41
random,1,0.1,2,0.8,0.34,0.25,0.89,0.44
random,1,0.1,3,0.8,0.34,0.22,0.91,0.45
random,1,0.1,4,0.8,0.34,0.2,0.92,0.45
random,1,0.1,5,0.8,0.33,0.21,0.92,0.45
random,1,0.1,6,0.8,0.33,0.21,0.92,0.46
random,1,0.1,7,0.8,0.33,0.21,0.92,0.46
random,1,0.1,8,0.8,0.33,0.22,0.92,0.46
random,1,0.1,9,0.8,0.33,0.23,0.92,0.46
random,1,0.1,10,0.8,0.33,0.23,0.93,0.46
random,1,0.2,1,0.8,0.35,0.03,1,0.41
random,1,0.2,2,0.8,0.34,0.03,1,0.44
random,1,0.2,3,0.8,0.34,0.04,1,0.45
random,1,0.2,4,0.8,0.34,0.05,1,0.45
random,1,0.2,5,0.8,0.33,0.06,1,0.45
random,1,0.2,6,0.8,0.33,0.06,1,0.46
random,1,0.2,7,0.8,0.33,0.07,1,0.46
random,1,0.2,8,0.8,0.33,0.08,1,0.46
random,1,0.2,9,0.8,0.33,0.09,1,0.46
random,1,0.2,10,0.8,0.33,0.1,1,0.46
random,1,0.3,1,0.8,0.35,0.03,1,0.41
random,1,0.3,2,0.8,0.34,0.02,1,0.44
random,1,0.3,3,0.8,0.34,0.03,1,0.45
random,1,0.3,4,0.8,0.34,0.04,1,0.45
random,1,0.3,5,0.8,0.33,0.05,1,0.45
random,1,0.3,6,0.8,0.33,0.06,1,0.46
random,1,0.3,7,0.8,0.33,0.06,1,0.46
random,1,0.3,8,0.8,0.33,0.07,1,0.46
random,1,0.3,9,0.8,0.33,0.08,1,0.46
random,1,0.3,10,0.8,0.33,0.09,1,0.46
random,1,0.4,1,0.8,0.35,0.03,1,0.41
random,1,0.4,2,0.8,0.34,0.02,1,0.44
random,1,0.4,3,0.8,0.34,0.03,1,0.45
random,1,0.4,4,0.8,0.34,0.04,1,0.45
random,1,0.4,5,0.8,0.33,0.05,1,0.45
random,1,0.4,6,0.8,0.33,0.06,1,0.46
random,1,0.4,7,0.8,0.33,0.06,1,0.46
random,1,0.4,8,0.8,0.33,0.07,1,0.46
random,1,0.4,9,0.8,0.33,0.08,1,0.46
random,1,0.4,10,0.8,0.33,0.09,1,0.46
random,1,0.5,1,0.8,0.35,0.03,1,0.41
random,1,0.5,2,0.8,0.34,0.02,1,0.44
random,1,0.5,3,0.8,0.34,0.03,1,0.45
random,1,0.5,4,0.8,0.34,0.04,1,0.45
random,1,0.5,5,0.8,0.33,0.05,1,0.45
random,1,0.5,6,0.8,0.33,0.06,1,0.46
random,1,0.5,7,0.8,0.33,0.06,1,0.46
random,1,0.5,8,0.8,0.33,0.07,1,0.46
random,1,0.5,9,0.8,0.33,0.08,1,0.46
random,1,0.5,10,0.8,0.33,0.09,1,0.46
