model,type,samples,fairness_considuration_ratio,top_results_to_compare,auc,percision,similarity_between_fair_and_regular_predictions,fairness_score_of_fair_predictions,fairness_score_of_regular_predictions
5,consensus,5,0.1,3,0.78,0.33,0.7,0.76,0.54
5,consensus,5,0.1,4,0.78,0.33,0.73,0.76,0.53
5,consensus,5,0.1,5,0.78,0.33,0.72,0.76,0.53
5,consensus,5,0.1,6,0.78,0.33,0.71,0.76,0.52
5,consensus,5,0.1,7,0.78,0.33,0.7,0.76,0.51
5,consensus,5,0.1,8,0.78,0.32,0.7,0.76,0.51
5,consensus,5,0.1,9,0.78,0.32,0.7,0.75,0.5
5,consensus,5,0.1,10,0.78,0.31,0.71,0.75,0.5
5,consensus,5,0.15,1,0.78,0.33,0.29,0.93,0.51
5,consensus,5,0.15,2,0.78,0.33,0.52,0.84,0.53
5,consensus,5,0.15,3,0.78,0.33,0.59,0.82,0.54
5,consensus,5,0.15,4,0.78,0.33,0.63,0.82,0.53
5,consensus,5,0.15,5,0.78,0.33,0.63,0.82,0.53
5,consensus,5,0.15,6,0.78,0.33,0.62,0.83,0.52
5,consensus,5,0.15,7,0.78,0.33,0.61,0.82,0.51
5,consensus,5,0.15,8,0.78,0.32,0.61,0.82,0.51
5,consensus,5,0.15,9,0.78,0.32,0.62,0.81,0.5
5,consensus,5,0.15,10,0.78,0.31,0.62,0.81,0.5
5,consensus,5,0.2,1,0.78,0.33,0.24,0.97,0.51
5,consensus,5,0.2,2,0.78,0.33,0.35,0.93,0.53
5,consensus,5,0.2,3,0.78,0.33,0.48,0.89,0.54
5,consensus,5,0.2,4,0.78,0.33,0.53,0.87,0.53
5,consensus,5,0.2,5,0.78,0.33,0.53,0.87,0.53
5,consensus,5,0.2,6,0.78,0.33,0.54,0.87,0.52
5,consensus,5,0.2,7,0.78,0.33,0.54,0.87,0.51
5,consensus,5,0.2,8,0.78,0.32,0.53,0.87,0.51
5,consensus,5,0.2,9,0.78,0.32,0.52,0.87,0.5
5,consensus,5,0.2,10,0.78,0.31,0.51,0.87,0.5
5,consensus,5,0.25,1,0.78,0.33,0.2,0.99,0.51
5,consensus,5,0.25,2,0.78,0.33,0.27,0.97,0.53
5,consensus,5,0.25,3,0.78,0.33,0.37,0.95,0.54
5,consensus,5,0.25,4,0.78,0.33,0.4,0.94,0.53
5,consensus,5,0.25,5,0.78,0.33,0.44,0.92,0.53
5,consensus,5,0.25,6,0.78,0.33,0.46,0.91,0.52
5,consensus,5,0.25,7,0.78,0.33,0.46,0.91,0.51
5,consensus,5,0.25,8,0.78,0.32,0.44,0.91,0.51
5,consensus,5,0.25,9,0.78,0.32,0.43,0.92,0.5
5,consensus,5,0.25,10,0.78,0.31,0.42,0.92,0.5
5,controversial,1,0.05,1,0.7,0.25,0.82,0.8,0.67
5,controversial,1,0.05,2,0.7,0.24,0.75,0.69,0.53
5,controversial,1,0.05,3,0.7,0.24,0.79,0.64,0.49
5,controversial,1,0.05,4,0.7,0.24,0.82,0.62,0.5
5,controversial,1,0.05,5,0.7,0.23,0.86,0.59,0.49
5,controversial,1,0.05,6,0.7,0.22,0.87,0.57,0.49
5,controversial,1,0.05,7,0.7,0.22,0.88,0.57,0.48
5,controversial,1,0.05,8,0.7,0.22,0.88,0.57,0.48
5,controversial,1,0.05,9,0.7,0.22,0.86,0.58,0.47
5,controversial,1,0.05,10,0.7,0.22,0.84,0.59,0.47
5,controversial,1,0.1,1,0.7,0.25,0.67,0.88,0.67
5,controversial,1,0.1,2,0.7,0.24,0.57,0.83,0.53
5,controversial,1,0.1,3,0.7,0.24,0.63,0.76,0.49
5,controversial,1,0.1,4,0.7,0.24,0.68,0.73,0.5
5,controversial,1,0.1,5,0.7,0.23,0.68,0.73,0.49
5,controversial,1,0.1,6,0.7,0.22,0.67,0.74,0.49
5,controversial,1,0.1,7,0.7,0.22,0.66,0.73,0.48
5,controversial,1,0.1,8,0.7,0.22,0.67,0.73,0.48
5,controversial,1,0.1,9,0.7,0.22,0.68,0.72,0.47
5,controversial,1,0.1,10,0.7,0.22,0.67,0.72,0.47
5,controversial,1,0.15,1,0.7,0.25,0.51,0.96,0.67
5,controversial,1,0.15,2,0.7,0.24,0.36,0.95,0.53
5,controversial,1,0.15,3,0.7,0.24,0.36,0.93,0.49
5,controversial,1,0.15,4,0.7,0.24,0.37,0.92,0.5
5,controversial,1,0.15,5,0.7,0.23,0.42,0.88,0.49
5,controversial,1,0.15,6,0.7,0.22,0.47,0.85,0.49
5,controversial,1,0.15,7,0.7,0.22,0.5,0.83,0.48
5,controversial,1,0.15,8,0.7,0.22,0.51,0.82,0.48
5,controversial,1,0.15,9,0.7,0.22,0.52,0.82,0.47
5,controversial,1,0.15,10,0.7,0.22,0.52,0.81,0.47
5,controversial,1,0.2,1,0.7,0.25,0.44,1,0.67
5,controversial,1,0.2,2,0.7,0.24,0.28,0.99,0.53
5,controversial,1,0.2,3,0.7,0.24,0.3,0.96,0.49
5,controversial,1,0.2,4,0.7,0.24,0.3,0.95,0.5
5,controversial,1,0.2,5,0.7,0.23,0.29,0.95,0.49
5,controversial,1,0.2,6,0.7,0.22,0.31,0.93,0.49
5,controversial,1,0.2,7,0.7,0.22,0.33,0.92,0.48
5,controversial,1,0.2,8,0.7,0.22,0.34,0.91,0.48
5,controversial,1,0.2,9,0.7,0.22,0.36,0.9,0.47
5,controversial,1,0.2,10,0.7,0.22,0.36,0.89,0.47
5,controversial,1,0.25,1,0.7,0.25,0.44,1,0.67
5,controversial,1,0.25,2,0.7,0.24,0.26,1,0.53
5,controversial,1,0.25,3,0.7,0.24,0.23,1,0.49
5,controversial,1,0.25,4,0.7,0.24,0.22,0.99,0.5
5,controversial,1,0.25,5,0.7,0.23,0.22,0.98,0.49
5,controversial,1,0.25,6,0.7,0.22,0.24,0.97,0.49
5,controversial,1,0.25,7,0.7,0.22,0.25,0.96,0.48
5,controversial,1,0.25,8,0.7,0.22,0.25,0.95,0.48
5,controversial,1,0.25,9,0.7,0.22,0.25,0.95,0.47
5,controversial,1,0.25,10,0.7,0.22,0.25,0.95,0.47
5,controversial,2,0.05,1,0.79,0.35,0.83,0.91,0.82
5,controversial,2,0.05,2,0.79,0.34,0.92,0.83,0.78
5,controversial,2,0.05,3,0.79,0.34,0.95,0.78,0.75
5,controversial,2,0.05,4,0.79,0.33,0.95,0.76,0.73
5,controversial,2,0.05,5,0.79,0.33,0.95,0.75,0.72
5,controversial,2,0.05,6,0.79,0.33,0.95,0.74,0.71
5,controversial,2,0.05,7,0.79,0.33,0.94,0.73,0.7
5,controversial,2,0.05,8,0.79,0.32,0.93,0.73,0.68
5,controversial,2,0.05,9,0.79,0.32,0.92,0.72,0.67
5,controversial,2,0.05,10,0.79,0.32,0.93,0.71,0.66
5,controversial,2,0.1,1,0.79,0.35,0.73,0.96,0.82
5,controversial,2,0.1,2,0.79,0.34,0.88,0.84,0.78
5,controversial,2,0.1,3,0.79,0.34,0.91,0.8,0.75
5,controversial,2,0.1,4,0.79,0.33,0.91,0.78,0.73
5,controversial,2,0.1,5,0.79,0.33,0.91,0.77,0.72
5,controversial,2,0.1,6,0.79,0.33,0.9,0.77,0.71
5,controversial,2,0.1,7,0.79,0.33,0.89,0.76,0.7
5,controversial,2,0.1,8,0.79,0.32,0.87,0.76,0.68
5,controversial,2,0.1,9,0.79,0.32,0.86,0.76,0.67
5,controversial,2,0.1,10,0.79,0.32,0.86,0.77,0.66
5,controversial,2,0.15,1,0.79,0.35,0.69,0.98,0.82
5,controversial,2,0.15,2,0.79,0.34,0.85,0.86,0.78
5,controversial,2,0.15,3,0.79,0.34,0.86,0.83,0.75
5,controversial,2,0.15,4,0.79,0.33,0.85,0.82,0.73
5,controversial,2,0.15,5,0.79,0.33,0.84,0.81,0.72
5,controversial,2,0.15,6,0.79,0.33,0.82,0.81,0.71
5,controversial,2,0.15,7,0.79,0.33,0.8,0.81,0.7
5,controversial,2,0.15,8,0.79,0.32,0.78,0.81,0.68
5,controversial,2,0.15,9,0.79,0.32,0.77,0.82,0.67
5,controversial,2,0.15,10,0.79,0.32,0.76,0.82,0.66
5,controversial,2,0.2,1,0.79,0.35,0.67,1,0.82
5,controversial,2,0.2,2,0.79,0.34,0.81,0.88,0.78
5,controversial,2,0.2,3,0.79,0.34,0.8,0.86,0.75
5,controversial,2,0.2,4,0.79,0.33,0.74,0.87,0.73
5,controversial,2,0.2,5,0.79,0.33,0.7,0.88,0.72
5,controversial,2,0.2,6,0.79,0.33,0.68,0.88,0.71
5,controversial,2,0.2,7,0.79,0.33,0.66,0.88,0.7
5,controversial,2,0.2,8,0.79,0.32,0.65,0.88,0.68
5,controversial,2,0.2,9,0.79,0.32,0.64,0.88,0.67
5,controversial,2,0.2,10,0.79,0.32,0.64,0.88,0.66
5,controversial,2,0.25,1,0.79,0.35,0.66,1,0.82
5,controversial,2,0.25,2,0.79,0.34,0.65,0.96,0.78
5,controversial,2,0.25,3,0.79,0.34,0.62,0.95,0.75
5,controversial,2,0.25,4,0.79,0.33,0.59,0.95,0.73
5,controversial,2,0.25,5,0.79,0.33,0.57,0.95,0.72
5,controversial,2,0.25,6,0.79,0.33,0.56,0.94,0.71
5,controversial,2,0.25,7,0.79,0.33,0.55,0.94,0.7
5,controversial,2,0.25,8,0.79,0.32,0.54,0.94,0.68
5,controversial,2,0.25,9,0.79,0.32,0.53,0.94,0.67
5,controversial,2,0.25,10,0.79,0.32,0.52,0.94,0.66
5,controversial,3,0.05,1,0.8,0.28,0.93,0.71,0.67
5,controversial,3,0.05,2,0.8,0.32,0.9,0.73,0.66
5,controversial,3,0.05,3,0.8,0.32,0.87,0.75,0.65
5,controversial,3,0.05,4,0.8,0.32,0.86,0.75,0.65
5,controversial,3,0.05,5,0.8,0.32,0.87,0.75,0.65
5,controversial,3,0.05,6,0.8,0.31,0.87,0.75,0.65
5,controversial,3,0.05,7,0.8,0.31,0.88,0.74,0.65
5,controversial,3,0.05,8,0.8,0.31,0.89,0.73,0.65
5,controversial,3,0.05,9,0.8,0.3,0.89,0.73,0.64
5,controversial,3,0.05,10,0.8,0.3,0.9,0.72,0.64
5,controversial,3,0.1,1,0.8,0.28,0.84,0.77,0.67
5,controversial,3,0.1,2,0.8,0.32,0.81,0.8,0.66
5,controversial,3,0.1,3,0.8,0.32,0.77,0.81,0.65
5,controversial,3,0.1,4,0.8,0.32,0.77,0.82,0.65
5,controversial,3,0.1,5,0.8,0.32,0.78,0.82,0.65
5,controversial,3,0.1,6,0.8,0.31,0.79,0.81,0.65
5,controversial,3,0.1,7,0.8,0.31,0.78,0.82,0.65
5,controversial,3,0.1,8,0.8,0.31,0.79,0.82,0.65
5,controversial,3,0.1,9,0.8,0.3,0.79,0.81,0.64
5,controversial,3,0.1,10,0.8,0.3,0.79,0.81,0.64
5,controversial,3,0.15,1,0.8,0.28,0.76,0.84,0.67
5,controversial,3,0.15,2,0.8,0.32,0.71,0.87,0.66
5,controversial,3,0.15,3,0.8,0.32,0.69,0.87,0.65
5,controversial,3,0.15,4,0.8,0.32,0.7,0.87,0.65
5,controversial,3,0.15,5,0.8,0.32,0.7,0.88,0.65
5,controversial,3,0.15,6,0.8,0.31,0.7,0.88,0.65
5,controversial,3,0.15,7,0.8,0.31,0.7,0.89,0.65
5,controversial,3,0.15,8,0.8,0.31,0.69,0.89,0.65
5,controversial,3,0.15,9,0.8,0.3,0.69,0.89,0.64
5,controversial,3,0.15,10,0.8,0.3,0.69,0.88,0.64
5,controversial,3,0.2,1,0.8,0.28,0.7,0.89,0.67
5,controversial,3,0.2,2,0.8,0.32,0.65,0.93,0.66
5,controversial,3,0.2,3,0.8,0.32,0.63,0.94,0.65
5,controversial,3,0.2,4,0.8,0.32,0.62,0.94,0.65
5,controversial,3,0.2,5,0.8,0.32,0.62,0.94,0.65
5,controversial,3,0.2,6,0.8,0.31,0.63,0.94,0.65
5,controversial,3,0.2,7,0.8,0.31,0.62,0.94,0.65
5,controversial,3,0.2,8,0.8,0.31,0.62,0.94,0.65
5,controversial,3,0.2,9,0.8,0.3,0.61,0.94,0.64
5,controversial,3,0.2,10,0.8,0.3,0.61,0.94,0.64
5,controversial,3,0.25,1,0.8,0.28,0.6,0.99,0.67
5,controversial,3,0.25,2,0.8,0.32,0.58,0.99,0.66
5,controversial,3,0.25,3,0.8,0.32,0.57,0.99,0.65
5,controversial,3,0.25,4,0.8,0.32,0.56,0.99,0.65
5,controversial,3,0.25,5,0.8,0.32,0.56,0.99,0.65
5,controversial,3,0.25,6,0.8,0.31,0.56,0.98,0.65
5,controversial,3,0.25,7,0.8,0.31,0.55,0.98,0.65
5,controversial,3,0.25,8,0.8,0.31,0.55,0.98,0.65
5,controversial,3,0.25,9,0.8,0.3,0.55,0.98,0.64
5,controversial,3,0.25,10,0.8,0.3,0.54,0.98,0.64
5,controversial,4,0.05,1,0.75,0.31,0.89,0.86,0.81
5,controversial,4,0.05,2,0.75,0.29,0.9,0.81,0.76
5,controversial,4,0.05,3,0.75,0.3,0.9,0.77,0.72
5,controversial,4,0.05,4,0.75,0.28,0.87,0.76,0.68
5,controversial,4,0.05,5,0.75,0.28,0.85,0.75,0.66
5,controversial,4,0.05,6,0.75,0.27,0.84,0.75,0.65
5,controversial,4,0.05,7,0.75,0.26,0.84,0.75,0.64
5,controversial,4,0.05,8,0.75,0.26,0.84,0.74,0.63
5,controversial,4,0.05,9,0.75,0.26,0.83,0.74,0.63
5,controversial,4,0.05,10,0.75,0.25,0.84,0.74,0.62
5,controversial,4,0.1,1,0.75,0.31,0.8,0.91,0.81
5,controversial,4,0.1,2,0.75,0.29,0.8,0.87,0.76
5,controversial,4,0.1,3,0.75,0.3,0.78,0.83,0.72
5,controversial,4,0.1,4,0.75,0.28,0.73,0.83,0.68
5,controversial,4,0.1,5,0.75,0.28,0.7,0.83,0.66
5,controversial,4,0.1,6,0.75,0.27,0.69,0.83,0.65
5,controversial,4,0.1,7,0.75,0.26,0.69,0.83,0.64
5,controversial,4,0.1,8,0.75,0.26,0.68,0.83,0.63
5,controversial,4,0.1,9,0.75,0.26,0.69,0.82,0.63
5,controversial,4,0.1,10,0.75,0.25,0.69,0.82,0.62
5,controversial,4,0.15,1,0.75,0.31,0.71,0.95,0.81
5,controversial,4,0.15,2,0.75,0.29,0.68,0.93,0.76
5,controversial,4,0.15,3,0.75,0.3,0.63,0.91,0.72
5,controversial,4,0.15,4,0.75,0.28,0.59,0.91,0.68
5,controversial,4,0.15,5,0.75,0.28,0.57,0.9,0.66
5,controversial,4,0.15,6,0.75,0.27,0.56,0.9,0.65
5,controversial,4,0.15,7,0.75,0.26,0.55,0.9,0.64
5,controversial,4,0.15,8,0.75,0.26,0.55,0.9,0.63
5,controversial,4,0.15,9,0.75,0.26,0.55,0.89,0.63
5,controversial,4,0.15,10,0.75,0.25,0.55,0.89,0.62
5,controversial,4,0.2,1,0.75,0.31,0.65,0.98,0.81
5,controversial,4,0.2,2,0.75,0.29,0.59,0.97,0.76
5,controversial,4,0.2,3,0.75,0.3,0.51,0.97,0.72
5,controversial,4,0.2,4,0.75,0.28,0.47,0.97,0.68
5,controversial,4,0.2,5,0.75,0.28,0.45,0.96,0.66
5,controversial,4,0.2,6,0.75,0.27,0.45,0.96,0.65
5,controversial,4,0.2,7,0.75,0.26,0.44,0.95,0.64
5,controversial,4,0.2,8,0.75,0.26,0.44,0.95,0.63
5,controversial,4,0.2,9,0.75,0.26,0.44,0.95,0.63
5,controversial,4,0.2,10,0.75,0.25,0.44,0.95,0.62
5,controversial,4,0.25,1,0.75,0.31,0.62,1,0.81
5,controversial,4,0.25,2,0.75,0.29,0.55,0.99,0.76
5,controversial,4,0.25,3,0.75,0.3,0.46,0.99,0.72
5,controversial,4,0.25,4,0.75,0.28,0.42,0.99,0.68
5,controversial,4,0.25,5,0.75,0.28,0.39,0.99,0.66
5,controversial,4,0.25,6,0.75,0.27,0.38,0.99,0.65
5,controversial,4,0.25,7,0.75,0.26,0.37,0.99,0.64
5,controversial,4,0.25,8,0.75,0.26,0.37,0.99,0.63
5,controversial,4,0.25,9,0.75,0.26,0.37,0.98,0.63
5,controversial,4,0.25,10,0.75,0.25,0.36,0.98,0.62
5,controversial,5,0.05,1,0.78,0.34,0.86,0.59,0.5
5,controversial,5,0.05,2,0.78,0.34,0.74,0.69,0.49
5,controversial,5,0.05,3,0.78,0.34,0.74,0.71,0.48
5,controversial,5,0.05,4,0.78,0.34,0.77,0.7,0.51
5,controversial,5,0.05,5,0.78,0.33,0.77,0.7,0.51
5,controversial,5,0.05,6,0.78,0.33,0.79,0.69,0.52
5,controversial,5,0.05,7,0.78,0.32,0.81,0.68,0.52
5,controversial,5,0.05,8,0.78,0.32,0.83,0.67,0.53
5,controversial,5,0.05,9,0.78,0.31,0.84,0.66,0.53
5,controversial,5,0.05,10,0.78,0.31,0.85,0.65,0.52
5,controversial,5,0.1,1,0.78,0.34,0.51,0.8,0.5
5,controversial,5,0.1,2,0.78,0.34,0.61,0.78,0.49
5,controversial,5,0.1,3,0.78,0.34,0.61,0.8,0.48
5,controversial,5,0.1,4,0.78,0.34,0.62,0.81,0.51
5,controversial,5,0.1,5,0.78,0.33,0.62,0.81,0.51
5,controversial,5,0.1,6,0.78,0.33,0.65,0.8,0.52
5,controversial,5,0.1,7,0.78,0.32,0.68,0.78,0.52
5,controversial,5,0.1,8,0.78,0.32,0.7,0.77,0.53
5,controversial,5,0.1,9,0.78,0.31,0.72,0.76,0.53
5,controversial,5,0.1,10,0.78,0.31,0.72,0.75,0.52
5,controversial,5,0.15,1,0.78,0.34,0.28,0.94,0.5
5,controversial,5,0.15,2,0.78,0.34,0.43,0.88,0.49
5,controversial,5,0.15,3,0.78,0.34,0.47,0.88,0.48
5,controversial,5,0.15,4,0.78,0.34,0.53,0.86,0.51
5,controversial,5,0.15,5,0.78,0.33,0.55,0.85,0.51
5,controversial,5,0.15,6,0.78,0.33,0.58,0.84,0.52
5,controversial,5,0.15,7,0.78,0.32,0.61,0.83,0.52
5,controversial,5,0.15,8,0.78,0.32,0.63,0.82,0.53
5,controversial,5,0.15,9,0.78,0.31,0.63,0.82,0.53
5,controversial,5,0.15,10,0.78,0.31,0.63,0.81,0.52
5,controversial,5,0.2,1,0.78,0.34,0.23,0.97,0.5
5,controversial,5,0.2,2,0.78,0.34,0.31,0.95,0.49
5,controversial,5,0.2,3,0.78,0.34,0.36,0.94,0.48
5,controversial,5,0.2,4,0.78,0.34,0.45,0.91,0.51
5,controversial,5,0.2,5,0.78,0.33,0.48,0.89,0.51
5,controversial,5,0.2,6,0.78,0.33,0.52,0.88,0.52
5,controversial,5,0.2,7,0.78,0.32,0.54,0.87,0.52
5,controversial,5,0.2,8,0.78,0.32,0.55,0.87,0.53
5,controversial,5,0.2,9,0.78,0.31,0.56,0.87,0.53
5,controversial,5,0.2,10,0.78,0.31,0.55,0.87,0.52
5,controversial,5,0.25,1,0.78,0.34,0.2,0.99,0.5
5,controversial,5,0.25,2,0.78,0.34,0.24,0.99,0.49
5,controversial,5,0.25,3,0.78,0.34,0.28,0.98,0.48
5,controversial,5,0.25,4,0.78,0.34,0.36,0.96,0.51
5,controversial,5,0.25,5,0.78,0.33,0.42,0.93,0.51
5,controversial,5,0.25,6,0.78,0.33,0.44,0.92,0.52
5,controversial,5,0.25,7,0.78,0.32,0.45,0.92,0.52
5,controversial,5,0.25,8,0.78,0.32,0.45,0.92,0.53
5,controversial,5,0.25,9,0.78,0.31,0.45,0.93,0.53
5,controversial,5,0.25,10,0.78,0.31,0.44,0.93,0.52
6,none,3,0.05,1,0.85,0.26,0.82,0.95,0.86
6,none,3,0.05,2,0.85,0.32,0.59,0.93,0.72
6,none,3,0.05,3,0.85,0.33,0.68,0.82,0.66
6,none,3,0.05,4,0.85,0.33,0.81,0.77,0.67
6,none,3,0.05,5,0.85,0.32,0.88,0.75,0.69
6,none,3,0.05,6,0.85,0.32,0.89,0.73,0.68
6,none,3,0.05,7,0.85,0.33,0.85,0.74,0.66
6,none,3,0.05,8,0.85,0.33,0.85,0.75,0.67
6,none,3,0.05,9,0.85,0.33,0.86,0.74,0.67
6,none,3,0.05,10,0.85,0.33,0.86,0.75,0.67
6,none,3,0.1,1,0.85,0.26,0.72,1,0.86
6,none,3,0.1,2,0.85,0.32,0.45,1,0.72
6,none,3,0.1,3,0.85,0.33,0.47,0.93,0.66
6,none,3,0.1,4,0.85,0.33,0.61,0.87,0.67
6,none,3,0.1,5,0.85,0.32,0.67,0.85,0.69
6,none,3,0.1,6,0.85,0.32,0.67,0.85,0.68
6,none,3,0.1,7,0.85,0.33,0.65,0.84,0.66
6,none,3,0.1,8,0.85,0.33,0.7,0.82,0.67
6,none,3,0.1,9,0.85,0.33,0.7,0.82,0.67
6,none,3,0.1,10,0.85,0.33,0.72,0.82,0.67
6,none,3,0.15,1,0.85,0.26,0.71,1,0.86
6,none,3,0.15,2,0.85,0.32,0.44,1,0.72
6,none,3,0.15,3,0.85,0.33,0.33,1,0.66
6,none,3,0.15,4,0.85,0.33,0.36,1,0.67
6,none,3,0.15,5,0.85,0.32,0.42,0.98,0.69
6,none,3,0.15,6,0.85,0.32,0.45,0.96,0.68
6,none,3,0.15,7,0.85,0.33,0.45,0.94,0.66
6,none,3,0.15,8,0.85,0.33,0.52,0.91,0.67
6,none,3,0.15,9,0.85,0.33,0.55,0.9,0.67
6,none,3,0.15,10,0.85,0.33,0.58,0.89,0.67
6,none,3,0.2,1,0.85,0.26,0.71,1,0.86
6,none,3,0.2,2,0.85,0.32,0.44,1,0.72
6,none,3,0.2,3,0.85,0.33,0.33,1,0.66
6,none,3,0.2,4,0.85,0.33,0.35,1,0.67
6,none,3,0.2,5,0.85,0.32,0.38,1,0.69
6,none,3,0.2,6,0.85,0.32,0.36,1,0.68
6,none,3,0.2,7,0.85,0.33,0.33,1,0.66
6,none,3,0.2,8,0.85,0.33,0.35,0.99,0.67
6,none,3,0.2,9,0.85,0.33,0.36,0.99,0.67
6,none,3,0.2,10,0.85,0.33,0.39,0.99,0.67
6,none,3,0.25,1,0.85,0.26,0.71,1,0.86
6,none,3,0.25,2,0.85,0.32,0.44,1,0.72
6,none,3,0.25,3,0.85,0.33,0.33,1,0.66
6,none,3,0.25,4,0.85,0.33,0.35,1,0.67
6,none,3,0.25,5,0.85,0.32,0.38,1,0.69
6,none,3,0.25,6,0.85,0.32,0.36,1,0.68
6,none,3,0.25,7,0.85,0.33,0.33,1,0.66
6,none,3,0.25,8,0.85,0.33,0.34,1,0.67
6,none,3,0.25,9,0.85,0.33,0.35,1,0.67
6,none,3,0.25,10,0.85,0.33,0.36,1,0.67
6,random,1,0.05,1,0.8,0.37,0.69,0.79,0.62
6,random,1,0.05,2,0.8,0.36,0.88,0.75,0.66
6,random,1,0.05,3,0.8,0.34,0.89,0.71,0.64
6,random,1,0.05,4,0.8,0.34,0.89,0.7,0.63
6,random,1,0.05,5,0.8,0.32,0.91,0.69,0.63
6,random,1,0.05,6,0.8,0.32,0.9,0.68,0.61
6,random,1,0.05,7,0.8,0.32,0.89,0.67,0.6
6,random,1,0.05,8,0.8,0.31,0.88,0.67,0.59
6,random,1,0.05,9,0.8,0.31,0.87,0.67,0.59
6,random,1,0.05,10,0.8,0.31,0.86,0.67,0.58
6,random,1,0.1,1,0.8,0.37,0.47,0.91,0.62
6,random,1,0.1,2,0.8,0.36,0.77,0.81,0.66
6,random,1,0.1,3,0.8,0.34,0.76,0.79,0.64
6,random,1,0.1,4,0.8,0.34,0.76,0.78,0.63
6,random,1,0.1,5,0.8,0.32,0.79,0.77,0.63
6,random,1,0.1,6,0.8,0.32,0.76,0.77,0.61
6,random,1,0.1,7,0.8,0.32,0.74,0.77,0.6
6,random,1,0.1,8,0.8,0.31,0.73,0.77,0.59
6,random,1,0.1,9,0.8,0.31,0.72,0.77,0.59
6,random,1,0.1,10,0.8,0.31,0.72,0.77,0.58
6,random,1,0.15,1,0.8,0.37,0.34,0.97,0.62
6,random,1,0.15,2,0.8,0.36,0.65,0.87,0.66
6,random,1,0.15,3,0.8,0.34,0.62,0.86,0.64
6,random,1,0.15,4,0.8,0.34,0.62,0.86,0.63
6,random,1,0.15,5,0.8,0.32,0.64,0.85,0.63
6,random,1,0.15,6,0.8,0.32,0.6,0.85,0.61
6,random,1,0.15,7,0.8,0.32,0.59,0.85,0.6
6,random,1,0.15,8,0.8,0.31,0.57,0.85,0.59
6,random,1,0.15,9,0.8,0.31,0.56,0.85,0.59
6,random,1,0.15,10,0.8,0.31,0.56,0.85,0.58
6,random,1,0.2,1,0.8,0.37,0.31,0.99,0.62
6,random,1,0.2,2,0.8,0.36,0.56,0.92,0.66
6,random,1,0.2,3,0.8,0.34,0.49,0.93,0.64
6,random,1,0.2,4,0.8,0.34,0.51,0.91,0.63
6,random,1,0.2,5,0.8,0.32,0.51,0.91,0.63
6,random,1,0.2,6,0.8,0.32,0.49,0.91,0.61
6,random,1,0.2,7,0.8,0.32,0.47,0.91,0.6
6,random,1,0.2,8,0.8,0.31,0.46,0.91,0.59
6,random,1,0.2,9,0.8,0.31,0.45,0.91,0.59
6,random,1,0.2,10,0.8,0.31,0.44,0.91,0.58
6,random,1,0.25,1,0.8,0.37,0.31,1,0.62
6,random,1,0.25,2,0.8,0.36,0.49,0.95,0.66
6,random,1,0.25,3,0.8,0.34,0.44,0.96,0.64
6,random,1,0.25,4,0.8,0.34,0.44,0.95,0.63
6,random,1,0.25,5,0.8,0.32,0.43,0.95,0.63
6,random,1,0.25,6,0.8,0.32,0.4,0.95,0.61
6,random,1,0.25,7,0.8,0.32,0.38,0.95,0.6
6,random,1,0.25,8,0.8,0.31,0.37,0.96,0.59
6,random,1,0.25,9,0.8,0.31,0.36,0.95,0.59
6,random,1,0.25,10,0.8,0.31,0.35,0.95,0.58
6,random,2,0.05,1,0.78,0.37,0.95,0.45,0.43
6,random,2,0.05,2,0.78,0.37,0.87,0.56,0.49
6,random,2,0.05,3,0.78,0.36,0.85,0.64,0.56
6,random,2,0.05,4,0.78,0.35,0.83,0.67,0.57
6,random,2,0.05,5,0.78,0.34,0.85,0.68,0.58
6,random,2,0.05,6,0.78,0.33,0.86,0.68,0.6
6,random,2,0.05,7,0.78,0.33,0.88,0.68,0.6
6,random,2,0.05,8,0.78,0.32,0.9,0.69,0.62
6,random,2,0.05,9,0.78,0.32,0.88,0.69,0.61
6,random,2,0.05,10,0.78,0.32,0.89,0.69,0.61
6,random,2,0.1,1,0.78,0.37,0.87,0.5,0.43
6,random,2,0.1,2,0.78,0.37,0.67,0.67,0.49
6,random,2,0.1,3,0.78,0.36,0.69,0.72,0.56
6,random,2,0.1,4,0.78,0.35,0.7,0.74,0.57
6,random,2,0.1,5,0.78,0.34,0.69,0.76,0.58
6,random,2,0.1,6,0.78,0.33,0.73,0.75,0.6
6,random,2,0.1,7,0.78,0.33,0.77,0.74,0.6
6,random,2,0.1,8,0.78,0.32,0.78,0.75,0.62
6,random,2,0.1,9,0.78,0.32,0.78,0.75,0.61
6,random,2,0.1,10,0.78,0.32,0.78,0.75,0.61
6,random,2,0.15,1,0.78,0.37,0.71,0.65,0.43
6,random,2,0.15,2,0.78,0.37,0.5,0.79,0.49
6,random,2,0.15,3,0.78,0.36,0.51,0.83,0.56
6,random,2,0.15,4,0.78,0.35,0.52,0.84,0.57
6,random,2,0.15,5,0.78,0.34,0.57,0.83,0.58
6,random,2,0.15,6,0.78,0.33,0.6,0.82,0.6
6,random,2,0.15,7,0.78,0.33,0.63,0.82,0.6
6,random,2,0.15,8,0.78,0.32,0.67,0.81,0.62
6,random,2,0.15,9,0.78,0.32,0.68,0.8,0.61
6,random,2,0.15,10,0.78,0.32,0.65,0.81,0.61
