model,type,samples,fairness_considuration_ratio,top_results_to_compare,auc,percision,similarity_between_fair_and_regular_predictions,fairness_score_of_fair_predictions,fairness_score_of_regular_predictions
1,controversial,5,0.05,10,0.64,0.16,0.76,0.72,0.54
1,controversial,5,0.1,1,0.64,0.05,0.78,0.73,0.53
1,controversial,5,0.1,2,0.64,0.11,0.66,0.83,0.57
1,controversial,5,0.1,3,0.64,0.13,0.64,0.85,0.59
1,controversial,5,0.1,4,0.64,0.14,0.6,0.86,0.58
1,controversial,5,0.1,5,0.64,0.15,0.59,0.86,0.57
1,controversial,5,0.1,6,0.64,0.16,0.58,0.86,0.56
1,controversial,5,0.1,7,0.64,0.16,0.57,0.86,0.56
1,controversial,5,0.1,8,0.64,0.16,0.59,0.85,0.56
1,controversial,5,0.1,9,0.64,0.16,0.58,0.85,0.55
1,controversial,5,0.1,10,0.64,0.16,0.58,0.85,0.54
1,controversial,5,0.15,1,0.64,0.05,0.72,0.79,0.53
1,controversial,5,0.15,2,0.64,0.11,0.63,0.86,0.57
1,controversial,5,0.15,3,0.64,0.13,0.58,0.9,0.59
1,controversial,5,0.15,4,0.64,0.14,0.53,0.92,0.58
1,controversial,5,0.15,5,0.64,0.15,0.49,0.92,0.57
1,controversial,5,0.15,6,0.64,0.16,0.48,0.93,0.56
1,controversial,5,0.15,7,0.64,0.16,0.46,0.93,0.56
1,controversial,5,0.15,8,0.64,0.16,0.46,0.93,0.56
1,controversial,5,0.15,9,0.64,0.16,0.45,0.93,0.55
1,controversial,5,0.15,10,0.64,0.16,0.45,0.93,0.54
1,controversial,5,0.2,1,0.64,0.05,0.51,1,0.53
1,controversial,5,0.2,2,0.64,0.11,0.48,1,0.57
1,controversial,5,0.2,3,0.64,0.13,0.47,1,0.59
1,controversial,5,0.2,4,0.64,0.14,0.45,1,0.58
1,controversial,5,0.2,5,0.64,0.15,0.41,1,0.57
1,controversial,5,0.2,6,0.64,0.16,0.4,0.99,0.56
1,controversial,5,0.2,7,0.64,0.16,0.39,0.99,0.56
1,controversial,5,0.2,8,0.64,0.16,0.4,0.98,0.56
1,controversial,5,0.2,9,0.64,0.16,0.39,0.97,0.55
1,controversial,5,0.2,10,0.64,0.16,0.38,0.98,0.54
1,controversial,5,0.25,1,0.64,0.05,0.51,1,0.53
1,controversial,5,0.25,2,0.64,0.11,0.48,1,0.57
1,controversial,5,0.25,3,0.64,0.13,0.47,1,0.59
1,controversial,5,0.25,4,0.64,0.14,0.44,1,0.58
1,controversial,5,0.25,5,0.64,0.15,0.41,1,0.57
1,controversial,5,0.25,6,0.64,0.16,0.39,1,0.56
1,controversial,5,0.25,7,0.64,0.16,0.37,1,0.56
1,controversial,5,0.25,8,0.64,0.16,0.37,1,0.56
1,controversial,5,0.25,9,0.64,0.16,0.36,1,0.55
1,controversial,5,0.25,10,0.64,0.16,0.35,1,0.54
2,none,3,0.05,1,0.83,0.38,0.93,0.57,0.51
2,none,3,0.05,2,0.83,0.4,0.54,0.59,0.33
2,none,3,0.05,3,0.83,0.39,0.64,0.63,0.37
2,none,3,0.05,4,0.83,0.37,0.65,0.59,0.33
2,none,3,0.05,5,0.83,0.37,0.67,0.55,0.3
2,none,3,0.05,6,0.83,0.36,0.76,0.57,0.34
2,none,3,0.05,7,0.83,0.35,0.85,0.53,0.41
2,none,3,0.05,8,0.83,0.36,0.85,0.52,0.42
2,none,3,0.05,9,0.83,0.36,0.88,0.52,0.42
2,none,3,0.05,10,0.83,0.35,0.88,0.53,0.43
2,none,3,0.1,1,0.83,0.38,0.89,0.59,0.51
2,none,3,0.1,2,0.83,0.4,0.49,0.78,0.33
2,none,3,0.1,3,0.83,0.39,0.41,0.82,0.37
2,none,3,0.1,4,0.83,0.37,0.51,0.77,0.33
2,none,3,0.1,5,0.83,0.37,0.45,0.75,0.3
2,none,3,0.1,6,0.83,0.36,0.54,0.77,0.34
2,none,3,0.1,7,0.83,0.35,0.58,0.79,0.41
2,none,3,0.1,8,0.83,0.36,0.57,0.79,0.42
2,none,3,0.1,9,0.83,0.36,0.62,0.75,0.42
2,none,3,0.1,10,0.83,0.35,0.67,0.72,0.43
2,none,3,0.15,1,0.83,0.38,0.84,0.62,0.51
2,none,3,0.15,2,0.83,0.4,0.46,0.8,0.33
2,none,3,0.15,3,0.83,0.39,0.34,0.86,0.37
2,none,3,0.15,4,0.83,0.37,0.3,0.88,0.33
2,none,3,0.15,5,0.83,0.37,0.35,0.86,0.3
2,none,3,0.15,6,0.83,0.36,0.42,0.84,0.34
2,none,3,0.15,7,0.83,0.35,0.46,0.86,0.41
2,none,3,0.15,8,0.83,0.36,0.48,0.84,0.42
2,none,3,0.15,9,0.83,0.36,0.48,0.85,0.42
2,none,3,0.15,10,0.83,0.35,0.49,0.85,0.43
2,none,3,0.2,1,0.83,0.38,0.08,1,0.51
2,none,3,0.2,2,0.83,0.4,0.41,0.82,0.33
2,none,3,0.2,3,0.83,0.39,0.3,0.88,0.37
2,none,3,0.2,4,0.83,0.37,0.25,0.91,0.33
2,none,3,0.2,5,0.83,0.37,0.23,0.92,0.3
2,none,3,0.2,6,0.83,0.36,0.23,0.93,0.34
2,none,3,0.2,7,0.83,0.35,0.3,0.94,0.41
2,none,3,0.2,8,0.83,0.36,0.31,0.92,0.42
2,none,3,0.2,9,0.83,0.36,0.32,0.92,0.42
2,none,3,0.2,10,0.83,0.35,0.37,0.91,0.43
2,none,3,0.25,1,0.83,0.38,0.08,1,0.51
2,none,3,0.25,2,0.83,0.4,0.06,1,0.33
2,none,3,0.25,3,0.83,0.39,0.05,1,0.37
2,none,3,0.25,4,0.83,0.37,0.11,0.97,0.33
2,none,3,0.25,5,0.83,0.37,0.21,0.94,0.3
2,none,3,0.25,6,0.83,0.36,0.21,0.94,0.34
2,none,3,0.25,7,0.83,0.35,0.28,0.95,0.41
2,none,3,0.25,8,0.83,0.36,0.25,0.95,0.42
2,none,3,0.25,9,0.83,0.36,0.26,0.96,0.42
2,none,3,0.25,10,0.83,0.35,0.27,0.96,0.43
2,random,1,0.05,1,0.78,0.27,0.87,0.6,0.53
2,random,1,0.05,2,0.78,0.29,0.87,0.69,0.6
2,random,1,0.05,3,0.78,0.31,0.84,0.68,0.55
2,random,1,0.05,4,0.78,0.31,0.82,0.68,0.53
2,random,1,0.05,5,0.78,0.31,0.84,0.67,0.53
2,random,1,0.05,6,0.78,0.31,0.85,0.66,0.53
2,random,1,0.05,7,0.78,0.31,0.84,0.65,0.52
2,random,1,0.05,8,0.78,0.31,0.84,0.65,0.51
2,random,1,0.05,9,0.78,0.31,0.84,0.64,0.51
2,random,1,0.05,10,0.78,0.3,0.84,0.64,0.51
2,random,1,0.1,1,0.78,0.27,0.71,0.68,0.53
2,random,1,0.1,2,0.78,0.29,0.76,0.75,0.6
2,random,1,0.1,3,0.78,0.31,0.7,0.77,0.55
2,random,1,0.1,4,0.78,0.31,0.71,0.76,0.53
2,random,1,0.1,5,0.78,0.31,0.72,0.76,0.53
2,random,1,0.1,6,0.78,0.31,0.72,0.76,0.53
2,random,1,0.1,7,0.78,0.31,0.71,0.77,0.52
2,random,1,0.1,8,0.78,0.31,0.7,0.77,0.51
2,random,1,0.1,9,0.78,0.31,0.69,0.77,0.51
2,random,1,0.1,10,0.78,0.3,0.68,0.77,0.51
2,random,1,0.15,1,0.78,0.27,0.55,0.77,0.53
2,random,1,0.15,2,0.78,0.29,0.68,0.8,0.6
2,random,1,0.15,3,0.78,0.31,0.6,0.83,0.55
2,random,1,0.15,4,0.78,0.31,0.58,0.84,0.53
2,random,1,0.15,5,0.78,0.31,0.6,0.84,0.53
2,random,1,0.15,6,0.78,0.31,0.61,0.84,0.53
2,random,1,0.15,7,0.78,0.31,0.59,0.85,0.52
2,random,1,0.15,8,0.78,0.31,0.57,0.85,0.51
2,random,1,0.15,9,0.78,0.31,0.55,0.85,0.51
2,random,1,0.15,10,0.78,0.3,0.55,0.85,0.51
2,random,1,0.2,1,0.78,0.27,0.33,0.88,0.53
2,random,1,0.2,2,0.78,0.29,0.56,0.86,0.6
2,random,1,0.2,3,0.78,0.31,0.51,0.88,0.55
2,random,1,0.2,4,0.78,0.31,0.49,0.89,0.53
2,random,1,0.2,5,0.78,0.31,0.49,0.9,0.53
2,random,1,0.2,6,0.78,0.31,0.48,0.91,0.53
2,random,1,0.2,7,0.78,0.31,0.47,0.91,0.52
2,random,1,0.2,8,0.78,0.31,0.46,0.91,0.51
2,random,1,0.2,9,0.78,0.31,0.45,0.91,0.51
2,random,1,0.2,10,0.78,0.3,0.44,0.91,0.51
2,random,1,0.25,1,0.78,0.27,0.14,0.98,0.53
2,random,1,0.25,2,0.78,0.29,0.46,0.91,0.6
2,random,1,0.25,3,0.78,0.31,0.44,0.92,0.55
2,random,1,0.25,4,0.78,0.31,0.43,0.92,0.53
2,random,1,0.25,5,0.78,0.31,0.42,0.93,0.53
2,random,1,0.25,6,0.78,0.31,0.41,0.94,0.53
2,random,1,0.25,7,0.78,0.31,0.4,0.94,0.52
2,random,1,0.25,8,0.78,0.31,0.38,0.95,0.51
2,random,1,0.25,9,0.78,0.31,0.37,0.95,0.51
2,random,1,0.25,10,0.78,0.3,0.36,0.95,0.51
2,random,2,0.05,1,0.78,0.41,0.89,0.51,0.41
2,random,2,0.05,2,0.78,0.42,0.95,0.54,0.51
2,random,2,0.05,3,0.78,0.39,0.96,0.58,0.55
2,random,2,0.05,4,0.78,0.37,0.94,0.61,0.57
2,random,2,0.05,5,0.78,0.36,0.91,0.63,0.58
2,random,2,0.05,6,0.78,0.36,0.9,0.65,0.59
2,random,2,0.05,7,0.78,0.35,0.9,0.65,0.59
2,random,2,0.05,8,0.78,0.34,0.9,0.66,0.6
2,random,2,0.05,9,0.78,0.34,0.89,0.67,0.59
2,random,2,0.05,10,0.78,0.33,0.89,0.67,0.59
2,random,2,0.1,1,0.78,0.41,0.75,0.63,0.41
2,random,2,0.1,2,0.78,0.42,0.89,0.59,0.51
2,random,2,0.1,3,0.78,0.39,0.88,0.63,0.55
2,random,2,0.1,4,0.78,0.37,0.84,0.66,0.57
2,random,2,0.1,5,0.78,0.36,0.82,0.69,0.58
2,random,2,0.1,6,0.78,0.36,0.81,0.7,0.59
2,random,2,0.1,7,0.78,0.35,0.8,0.71,0.59
2,random,2,0.1,8,0.78,0.34,0.79,0.72,0.6
2,random,2,0.1,9,0.78,0.34,0.79,0.73,0.59
2,random,2,0.1,10,0.78,0.33,0.78,0.73,0.59
2,random,2,0.15,1,0.78,0.41,0.53,0.79,0.41
2,random,2,0.15,2,0.78,0.42,0.63,0.76,0.51
2,random,2,0.15,3,0.78,0.39,0.7,0.74,0.55
2,random,2,0.15,4,0.78,0.37,0.72,0.74,0.57
2,random,2,0.15,5,0.78,0.36,0.69,0.76,0.58
2,random,2,0.15,6,0.78,0.36,0.67,0.77,0.59
2,random,2,0.15,7,0.78,0.35,0.66,0.78,0.59
2,random,2,0.15,8,0.78,0.34,0.66,0.79,0.6
2,random,2,0.15,9,0.78,0.34,0.66,0.79,0.59
2,random,2,0.15,10,0.78,0.33,0.66,0.8,0.59
2,random,2,0.2,1,0.78,0.41,0.19,0.97,0.41
2,random,2,0.2,2,0.78,0.42,0.42,0.9,0.51
2,random,2,0.2,3,0.78,0.39,0.48,0.88,0.55
2,random,2,0.2,4,0.78,0.37,0.5,0.87,0.57
2,random,2,0.2,5,0.78,0.36,0.53,0.85,0.58
2,random,2,0.2,6,0.78,0.36,0.54,0.85,0.59
2,random,2,0.2,7,0.78,0.35,0.53,0.86,0.59
2,random,2,0.2,8,0.78,0.34,0.54,0.86,0.6
2,random,2,0.2,9,0.78,0.34,0.53,0.86,0.59
2,random,2,0.2,10,0.78,0.33,0.53,0.87,0.59
2,random,2,0.25,1,0.78,0.41,0.13,1,0.41
2,random,2,0.25,2,0.78,0.42,0.24,0.99,0.51
2,random,2,0.25,3,0.78,0.39,0.29,0.98,0.55
2,random,2,0.25,4,0.78,0.37,0.32,0.97,0.57
2,random,2,0.25,5,0.78,0.36,0.35,0.96,0.58
2,random,2,0.25,6,0.78,0.36,0.37,0.95,0.59
2,random,2,0.25,7,0.78,0.35,0.38,0.95,0.59
2,random,2,0.25,8,0.78,0.34,0.4,0.94,0.6
2,random,2,0.25,9,0.78,0.34,0.41,0.94,0.59
2,random,2,0.25,10,0.78,0.33,0.41,0.94,0.59
2,random,3,0.05,1,0.79,0.3,0.81,0.81,0.7
2,random,3,0.05,2,0.79,0.32,0.78,0.8,0.63
2,random,3,0.05,3,0.79,0.32,0.92,0.71,0.65
2,random,3,0.05,4,0.79,0.33,0.91,0.69,0.63
2,random,3,0.05,5,0.79,0.32,0.91,0.67,0.61
2,random,3,0.05,6,0.79,0.32,0.9,0.66,0.59
2,random,3,0.05,7,0.79,0.32,0.9,0.65,0.58
2,random,3,0.05,8,0.79,0.32,0.91,0.65,0.58
2,random,3,0.05,9,0.79,0.32,0.9,0.65,0.57
2,random,3,0.05,10,0.79,0.31,0.89,0.65,0.56
2,random,3,0.1,1,0.79,0.3,0.68,0.88,0.7
2,random,3,0.1,2,0.79,0.32,0.74,0.83,0.63
2,random,3,0.1,3,0.79,0.32,0.84,0.78,0.65
2,random,3,0.1,4,0.79,0.33,0.82,0.76,0.63
2,random,3,0.1,5,0.79,0.32,0.81,0.74,0.61
2,random,3,0.1,6,0.79,0.32,0.81,0.73,0.59
2,random,3,0.1,7,0.79,0.32,0.81,0.73,0.58
2,random,3,0.1,8,0.79,0.32,0.81,0.73,0.58
2,random,3,0.1,9,0.79,0.32,0.79,0.73,0.57
2,random,3,0.1,10,0.79,0.31,0.77,0.74,0.56
2,random,3,0.15,1,0.79,0.3,0.58,0.93,0.7
2,random,3,0.15,2,0.79,0.32,0.72,0.84,0.63
2,random,3,0.15,3,0.79,0.32,0.75,0.84,0.65
2,random,3,0.15,4,0.79,0.33,0.72,0.84,0.63
2,random,3,0.15,5,0.79,0.32,0.68,0.84,0.61
2,random,3,0.15,6,0.79,0.32,0.67,0.82,0.59
2,random,3,0.15,7,0.79,0.32,0.66,0.81,0.58
2,random,3,0.15,8,0.79,0.32,0.68,0.8,0.58
2,random,3,0.15,9,0.79,0.32,0.68,0.8,0.57
2,random,3,0.15,10,0.79,0.31,0.66,0.8,0.56
2,random,3,0.2,1,0.79,0.3,0.52,0.96,0.7
2,random,3,0.2,2,0.79,0.32,0.68,0.86,0.63
2,random,3,0.2,3,0.79,0.32,0.65,0.88,0.65
2,random,3,0.2,4,0.79,0.33,0.63,0.88,0.63
2,random,3,0.2,5,0.79,0.32,0.59,0.89,0.61
2,random,3,0.2,6,0.79,0.32,0.54,0.9,0.59
2,random,3,0.2,7,0.79,0.32,0.51,0.9,0.58
2,random,3,0.2,8,0.79,0.32,0.51,0.9,0.58
2,random,3,0.2,9,0.79,0.32,0.51,0.9,0.57
2,random,3,0.2,10,0.79,0.31,0.5,0.9,0.56
2,random,3,0.25,1,0.79,0.3,0.48,0.98,0.7
2,random,3,0.25,2,0.79,0.32,0.54,0.93,0.63
2,random,3,0.25,3,0.79,0.32,0.6,0.91,0.65
2,random,3,0.25,4,0.79,0.33,0.55,0.92,0.63
2,random,3,0.25,5,0.79,0.32,0.53,0.92,0.61
2,random,3,0.25,6,0.79,0.32,0.49,0.93,0.59
2,random,3,0.25,7,0.79,0.32,0.45,0.93,0.58
2,random,3,0.25,8,0.79,0.32,0.44,0.94,0.58
2,random,3,0.25,9,0.79,0.32,0.43,0.94,0.57
2,random,3,0.25,10,0.79,0.31,0.41,0.94,0.56
2,random,4,0.05,1,0.66,0.12,0.85,0.68,0.6
2,random,4,0.05,2,0.66,0.12,0.85,0.77,0.67
2,random,4,0.05,3,0.66,0.13,0.87,0.77,0.68
2,random,4,0.05,4,0.66,0.12,0.88,0.77,0.69
2,random,4,0.05,5,0.66,0.12,0.9,0.77,0.7
2,random,4,0.05,6,0.66,0.13,0.91,0.77,0.71
2,random,4,0.05,7,0.66,0.13,0.92,0.77,0.71
2,random,4,0.05,8,0.66,0.13,0.91,0.77,0.71
2,random,4,0.05,9,0.66,0.13,0.9,0.77,0.71
2,random,4,0.05,10,0.66,0.13,0.9,0.77,0.71
2,random,4,0.1,1,0.66,0.12,0.7,0.75,0.6
2,random,4,0.1,2,0.66,0.12,0.77,0.82,0.67
2,random,4,0.1,3,0.66,0.13,0.77,0.84,0.68
2,random,4,0.1,4,0.66,0.12,0.77,0.84,0.69
2,random,4,0.1,5,0.66,0.12,0.79,0.84,0.7
2,random,4,0.1,6,0.66,0.13,0.8,0.85,0.71
2,random,4,0.1,7,0.66,0.13,0.8,0.85,0.71
2,random,4,0.1,8,0.66,0.13,0.8,0.85,0.71
2,random,4,0.1,9,0.66,0.13,0.8,0.85,0.71
2,random,4,0.1,10,0.66,0.13,0.8,0.85,0.71
2,random,4,0.15,1,0.66,0.12,0.5,0.85,0.6
2,random,4,0.15,2,0.66,0.12,0.68,0.87,0.67
2,random,4,0.15,3,0.66,0.13,0.69,0.89,0.68
2,random,4,0.15,4,0.66,0.12,0.69,0.91,0.69
2,random,4,0.15,5,0.66,0.12,0.69,0.91,0.7
2,random,4,0.15,6,0.66,0.13,0.71,0.9,0.71
2,random,4,0.15,7,0.66,0.13,0.71,0.9,0.71
2,random,4,0.15,8,0.66,0.13,0.7,0.9,0.71
2,random,4,0.15,9,0.66,0.13,0.7,0.9,0.71
2,random,4,0.15,10,0.66,0.13,0.71,0.9,0.71
2,random,4,0.2,1,0.66,0.12,0.35,0.93,0.6
2,random,4,0.2,2,0.66,0.12,0.57,0.93,0.67
2,random,4,0.2,3,0.66,0.13,0.61,0.93,0.68
2,random,4,0.2,4,0.66,0.12,0.62,0.94,0.69
2,random,4,0.2,5,0.66,0.12,0.62,0.95,0.7
2,random,4,0.2,6,0.66,0.13,0.62,0.95,0.71
2,random,4,0.2,7,0.66,0.13,0.62,0.95,0.71
2,random,4,0.2,8,0.66,0.13,0.62,0.95,0.71
2,random,4,0.2,9,0.66,0.13,0.62,0.95,0.71
2,random,4,0.2,10,0.66,0.13,0.62,0.95,0.71
2,random,4,0.25,1,0.66,0.12,0.21,1,0.6
2,random,4,0.25,2,0.66,0.12,0.43,1,0.67
2,random,4,0.25,3,0.66,0.13,0.49,1,0.68
2,random,4,0.25,4,0.66,0.12,0.52,0.99,0.69
2,random,4,0.25,5,0.66,0.12,0.54,0.99,0.7
2,random,4,0.25,6,0.66,0.13,0.56,0.98,0.71
2,random,4,0.25,7,0.66,0.13,0.56,0.98,0.71
2,random,4,0.25,8,0.66,0.13,0.56,0.98,0.71
2,random,4,0.25,9,0.66,0.13,0.57,0.98,0.71
2,random,4,0.25,10,0.66,0.13,0.57,0.98,0.71
2,random,5,0.05,1,0.67,0.31,0.96,0.96,0.94
2,random,5,0.05,2,0.67,0.27,0.87,0.93,0.86
2,random,5,0.05,3,0.67,0.24,0.88,0.92,0.86
2,random,5,0.05,4,0.67,0.22,0.94,0.88,0.85
2,random,5,0.05,5,0.67,0.22,0.9,0.87,0.82
2,random,5,0.05,6,0.67,0.21,0.88,0.87,0.8
2,random,5,0.05,7,0.67,0.2,0.85,0.87,0.78
2,random,5,0.05,8,0.67,0.21,0.83,0.87,0.77
2,random,5,0.05,9,0.67,0.21,0.82,0.86,0.76
2,random,5,0.05,10,0.67,0.2,0.82,0.86,0.75
2,random,5,0.1,1,0.67,0.31,0.92,0.98,0.94
2,random,5,0.1,2,0.67,0.27,0.81,0.96,0.86
2,random,5,0.1,3,0.67,0.24,0.81,0.95,0.86
2,random,5,0.1,4,0.67,0.22,0.8,0.94,0.85
2,random,5,0.1,5,0.67,0.22,0.78,0.93,0.82
2,random,5,0.1,6,0.67,0.21,0.76,0.93,0.8
2,random,5,0.1,7,0.67,0.2,0.74,0.92,0.78
2,random,5,0.1,8,0.67,0.21,0.72,0.92,0.77
2,random,5,0.1,9,0.67,0.21,0.71,0.92,0.76
2,random,5,0.1,10,0.67,0.2,0.71,0.92,0.75
2,random,5,0.15,1,0.67,0.31,0.88,1,0.94
2,random,5,0.15,2,0.67,0.27,0.77,0.98,0.86
2,random,5,0.15,3,0.67,0.24,0.75,0.98,0.86
2,random,5,0.15,4,0.67,0.22,0.74,0.98,0.85
2,random,5,0.15,5,0.67,0.22,0.71,0.97,0.82
2,random,5,0.15,6,0.67,0.21,0.68,0.97,0.8
2,random,5,0.15,7,0.67,0.2,0.66,0.96,0.78
2,random,5,0.15,8,0.67,0.21,0.64,0.96,0.77
2,random,5,0.15,9,0.67,0.21,0.62,0.96,0.76
2,random,5,0.15,10,0.67,0.2,0.62,0.96,0.75
2,random,5,0.2,1,0.67,0.31,0.87,1,0.94
2,random,5,0.2,2,0.67,0.27,0.74,0.99,0.86
2,random,5,0.2,3,0.67,0.24,0.72,0.99,0.86
2,random,5,0.2,4,0.67,0.22,0.71,0.99,0.85
2,random,5,0.2,5,0.67,0.22,0.67,0.99,0.82
2,random,5,0.2,6,0.67,0.21,0.64,0.98,0.8
2,random,5,0.2,7,0.67,0.2,0.62,0.99,0.78
2,random,5,0.2,8,0.67,0.21,0.6,0.99,0.77
2,random,5,0.2,9,0.67,0.21,0.58,0.99,0.76
2,random,5,0.2,10,0.67,0.2,0.58,0.98,0.75
2,random,5,0.25,1,0.67,0.31,0.87,1,0.94
2,random,5,0.25,2,0.67,0.27,0.73,1,0.86
2,random,5,0.25,3,0.67,0.24,0.71,1,0.86
2,random,5,0.25,4,0.67,0.22,0.7,0.99,0.85
2,random,5,0.25,5,0.67,0.22,0.66,0.99,0.82
2,random,5,0.25,6,0.67,0.21,0.62,0.99,0.8
2,random,5,0.25,7,0.67,0.2,0.6,0.99,0.78
2,random,5,0.25,8,0.67,0.21,0.58,0.99,0.77
2,random,5,0.25,9,0.67,0.21,0.57,0.99,0.76
2,random,5,0.25,10,0.67,0.2,0.56,0.99,0.75
2,popular,1,0.05,1,0.79,0.29,0.91,0.56,0.51
2,popular,1,0.05,2,0.79,0.3,0.83,0.69,0.59
2,popular,1,0.05,3,0.79,0.31,0.82,0.69,0.56
2,popular,1,0.05,4,0.79,0.31,0.83,0.68,0.54
2,popular,1,0.05,5,0.79,0.31,0.83,0.66,0.53
2,popular,1,0.05,6,0.79,0.31,0.83,0.65,0.52
2,popular,1,0.05,7,0.79,0.31,0.86,0.63,0.52
2,popular,1,0.05,8,0.79,0.31,0.86,0.63,0.52
2,popular,1,0.05,9,0.79,0.31,0.86,0.63,0.52
2,popular,1,0.05,10,0.79,0.31,0.86,0.63,0.52
2,popular,1,0.1,1,0.79,0.29,0.73,0.65,0.51
2,popular,1,0.1,2,0.79,0.3,0.75,0.73,0.59
2,popular,1,0.1,3,0.79,0.31,0.72,0.75,0.56
2,popular,1,0.1,4,0.79,0.31,0.75,0.75,0.54
2,popular,1,0.1,5,0.79,0.31,0.74,0.75,0.53
2,popular,1,0.1,6,0.79,0.31,0.73,0.75,0.52
2,popular,1,0.1,7,0.79,0.31,0.71,0.77,0.52
2,popular,1,0.1,8,0.79,0.31,0.7,0.77,0.52
2,popular,1,0.1,9,0.79,0.31,0.69,0.77,0.52
2,popular,1,0.1,10,0.79,0.31,0.68,0.77,0.52
2,popular,1,0.15,1,0.79,0.29,0.56,0.73,0.51
2,popular,1,0.15,2,0.79,0.3,0.69,0.77,0.59
2,popular,1,0.15,3,0.79,0.31,0.63,0.8,0.56
2,popular,1,0.15,4,0.79,0.31,0.62,0.81,0.54
2,popular,1,0.15,5,0.79,0.31,0.6,0.83,0.53
2,popular,1,0.15,6,0.79,0.31,0.58,0.84,0.52
2,popular,1,0.15,7,0.79,0.31,0.58,0.84,0.52
2,popular,1,0.15,8,0.79,0.31,0.56,0.84,0.52
2,popular,1,0.15,9,0.79,0.31,0.55,0.84,0.52
2,popular,1,0.15,10,0.79,0.31,0.55,0.85,0.52
2,popular,1,0.2,1,0.79,0.29,0.33,0.85,0.51
2,popular,1,0.2,2,0.79,0.3,0.59,0.82,0.59
2,popular,1,0.2,3,0.79,0.31,0.53,0.85,0.56
2,popular,1,0.2,4,0.79,0.31,0.51,0.87,0.54
2,popular,1,0.2,5,0.79,0.31,0.5,0.88,0.53
2,popular,1,0.2,6,0.79,0.31,0.48,0.88,0.52
2,popular,1,0.2,7,0.79,0.31,0.47,0.89,0.52
2,popular,1,0.2,8,0.79,0.31,0.45,0.9,0.52
2,popular,1,0.2,9,0.79,0.31,0.44,0.9,0.52
2,popular,1,0.2,10,0.79,0.31,0.45,0.9,0.52
2,popular,1,0.25,1,0.79,0.29,0.1,0.96,0.51
2,popular,1,0.25,2,0.79,0.3,0.42,0.9,0.59
2,popular,1,0.25,3,0.79,0.31,0.41,0.91,0.56
2,popular,1,0.25,4,0.79,0.31,0.43,0.91,0.54
2,popular,1,0.25,5,0.79,0.31,0.42,0.92,0.53
2,popular,1,0.25,6,0.79,0.31,0.4,0.93,0.52
2,popular,1,0.25,7,0.79,0.31,0.4,0.93,0.52
2,popular,1,0.25,8,0.79,0.31,0.39,0.93,0.52
2,popular,1,0.25,9,0.79,0.31,0.38,0.93,0.52
2,popular,1,0.25,10,0.79,0.31,0.37,0.94,0.52
2,popular,2,0.05,1,0.79,0.32,0.89,0.54,0.46
2,popular,2,0.05,2,0.79,0.29,0.96,0.54,0.51
2,popular,2,0.05,3,0.79,0.29,0.95,0.56,0.53
2,popular,2,0.05,4,0.79,0.3,0.85,0.63,0.55
2,popular,2,0.05,5,0.79,0.3,0.88,0.65,0.57
2,popular,2,0.05,6,0.79,0.3,0.89,0.65,0.58
2,popular,2,0.05,7,0.79,0.3,0.87,0.66,0.57
2,popular,2,0.05,8,0.79,0.29,0.87,0.67,0.57
2,popular,2,0.05,9,0.79,0.29,0.86,0.67,0.56
2,popular,2,0.05,10,0.79,0.29,0.85,0.68,0.56
2,popular,2,0.1,1,0.79,0.32,0.8,0.63,0.46
2,popular,2,0.1,2,0.79,0.29,0.86,0.6,0.51
2,popular,2,0.1,3,0.79,0.29,0.76,0.66,0.53
2,popular,2,0.1,4,0.79,0.3,0.77,0.68,0.55
2,popular,2,0.1,5,0.79,0.3,0.75,0.71,0.57
2,popular,2,0.1,6,0.79,0.3,0.75,0.73,0.58
2,popular,2,0.1,7,0.79,0.3,0.75,0.73,0.57
2,popular,2,0.1,8,0.79,0.29,0.74,0.74,0.57
2,popular,2,0.1,9,0.79,0.29,0.74,0.75,0.56
2,popular,2,0.1,10,0.79,0.29,0.72,0.75,0.56
2,popular,2,0.15,1,0.79,0.32,0.45,0.82,0.46
2,popular,2,0.15,2,0.79,0.29,0.51,0.81,0.51
2,popular,2,0.15,3,0.79,0.29,0.6,0.76,0.53
2,popular,2,0.15,4,0.79,0.3,0.63,0.77,0.55
2,popular,2,0.15,5,0.79,0.3,0.63,0.79,0.57
2,popular,2,0.15,6,0.79,0.3,0.63,0.8,0.58
2,popular,2,0.15,7,0.79,0.3,0.6,0.81,0.57
2,popular,2,0.15,8,0.79,0.29,0.58,0.83,0.57
2,popular,2,0.15,9,0.79,0.29,0.57,0.83,0.56
2,popular,2,0.15,10,0.79,0.29,0.57,0.83,0.56
2,popular,2,0.2,1,0.79,0.32,0.13,0.99,0.46
2,popular,2,0.2,2,0.79,0.29,0.32,0.92,0.51
2,popular,2,0.2,3,0.79,0.29,0.33,0.92,0.53
2,popular,2,0.2,4,0.79,0.3,0.39,0.9,0.55
2,popular,2,0.2,5,0.79,0.3,0.45,0.89,0.57
2,popular,2,0.2,6,0.79,0.3,0.48,0.89,0.58
2,popular,2,0.2,7,0.79,0.3,0.48,0.88,0.57
2,popular,2,0.2,8,0.79,0.29,0.47,0.89,0.57
2,popular,2,0.2,9,0.79,0.29,0.47,0.89,0.56
2,popular,2,0.2,10,0.79,0.29,0.46,0.89,0.56
